excel_id,session_id,turn_index,expected_action,depends_on_turn,turn_type,user_message,gold_sql
2900,TestMultiturn27,2,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
2901,TestMultiturn27,3,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name, created_at FROM ""account_receivable"".""customer_type"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at DESC ) AS sub;"
2902,TestMultiturn27,4,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: para mi empresa, necesito un resumen combinando treasury - payment method y cuentas por cobrar - configuration, agrupando por empresa (member_id) y mostrando la suma del saldo maximo y el número de registros asociados. Por favor.","SELECT t1.member_id, SUM(d.max_balance) AS total_max_balance, COUNT(*) AS registros FROM ""treasury"".""payment_method"" AS t1 JOIN ""account_receivable"".""configuration"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_max_balance DESC LIMIT 100;"
2903,TestMultiturn27,5,CLARIFY,,cl_comparar,Compáralo.,
2904,TestMultiturn27,6,EXECUTE_SQL,4,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT t1.member_id, AVG(d.max_balance) AS total_max_balance, COUNT(*) AS registros FROM ""treasury"".""payment_method"" AS t1 JOIN ""account_receivable"".""configuration"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_max_balance DESC LIMIT 100;"
2905,TestMultiturn28,1,EXECUTE_SQL,,seed_sql,¿Cuántos fixed_asset - group revaluation f class hay por cada valor de la columna group_book_id? Cuando puedas.,"SELECT t.group_book_id AS group_book_id, COUNT(*) AS registros FROM ""fixed_asset"".""group_revaluation_f_class"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.group_book_id ORDER BY registros DESC LIMIT 100;"
2906,TestMultiturn28,2,EXECUTE_SQL,1,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT t.group_book_id AS group_book_id, COUNT(*) AS registros FROM ""fixed_asset"".""group_revaluation_f_class"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.group_book_id ORDER BY registros DESC ORDER BY registros DESC LIMIT 1;"
2907,TestMultiturn28,3,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT t.group_book_id AS group_book_id, COUNT(*) AS registros FROM ""fixed_asset"".""group_revaluation_f_class"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.group_book_id ORDER BY registros DESC ORDER BY registros DESC LIMIT 100;"
2908,TestMultiturn28,4,NO_SQL,,ns_ok,"Perfecto, entendido.",
2909,TestMultiturn28,5,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2910,TestMultiturn28,6,NO_SQL,,ns_saludo,"Hola, buenas, ¿cómo vas?",
2911,TestMultiturn29,1,EXECUTE_SQL,,seed_sql,Regálame los nombres de los diferentes condicion comercial que se han usado en los cuentas por cobrar - commercial condition detail. Por favor.,"SELECT DISTINCT r.name AS condicion_comercial FROM ""account_receivable"".""commercial_condition_detail"" AS t JOIN ""account_receivable"".""commercial_condition"" AS r ON t.commercial_condition_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' LIMIT 100;"
2912,TestMultiturn29,2,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2913,TestMultiturn29,3,NO_SQL,,ns_opinion,¿Ese número te parece normal para un negocio como el mío?,
2914,TestMultiturn29,4,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: indícame el nombre del operacion del integration - sao concept con código 1305. Cuando puedas.","SELECT r.name AS operacion FROM ""integration"".""sao_concept"" AS t JOIN ""core"".""operation"" AS r ON t.operation_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' AND t.code = '1305' LIMIT 100;"
2915,TestMultiturn29,5,EXECUTE_SQL,4,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT r.name AS operacion FROM ""integration"".""sao_concept"" AS t JOIN ""core"".""operation"" AS r ON t.operation_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' AND t.code = '1305' LIMIT 5;"
2916,TestMultiturn29,6,EXECUTE_SQL,4,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT r.name AS operacion FROM ""integration"".""sao_concept"" AS t JOIN ""core"".""operation"" AS r ON t.operation_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' AND t.code = '1305' ) AS sub;"
2917,TestMultiturn29,7,EXECUTE_SQL,4,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT r.name AS operacion FROM ""integration"".""sao_concept"" AS t JOIN ""core"".""operation"" AS r ON t.operation_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' AND t.code = '1305' ) AS sub;"
2918,TestMultiturn30,1,EXECUTE_SQL,,seed_sql,Me puedes indicar por favor la cantidad total de treasury - cash. Por favor.,"SELECT COUNT(*) FROM ""treasury"".""cash"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 100;"
2919,TestMultiturn30,2,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
2920,TestMultiturn30,3,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT COUNT(*) FROM ""treasury"".""cash"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
2921,TestMultiturn30,4,CLARIFY,,cl_comparar,Compáralo.,
2922,TestMultiturn30,5,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT COUNT(*) FROM ""treasury"".""cash"" WHERE member_id = $1 AND audit_status <> 'D' LIMIT 5;"
2923,TestMultiturn30,6,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT COUNT(*) FROM ""treasury"".""cash"" WHERE member_id = $1 AND audit_status <> 'D' ) AS sub;"
2924,TestMultiturn30,7,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2925,TestMultiturn30,8,NO_SQL,1,ns_explica,¿Me puedes explicar qué significa ese dato?,
2926,TestMultiturn31,1,EXECUTE_SQL,,seed_sql,"Para mi empresa, quiero ver por cada amortizacion la suma del valor amortizado y cuántos registros hay en accounting - amortization detail. Es urgente.","SELECT t.amortization_id AS amortization_id, SUM(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC LIMIT 100;"
2927,TestMultiturn31,2,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2928,TestMultiturn31,3,EXECUTE_SQL,1,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT t.amortization_id AS amortization_id, SUM(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC ORDER BY total_amortized_value DESC LIMIT 1;"
2929,TestMultiturn31,4,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT t.amortization_id AS amortization_id, SUM(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC ) AS sub;"
2930,TestMultiturn31,5,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT t.amortization_id AS amortization_id, SUM(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC ORDER BY total_amortized_value DESC LIMIT 100;"
2931,TestMultiturn31,6,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT t.amortization_id AS amortization_id, AVG(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC LIMIT 100;"
2932,TestMultiturn31,7,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t.amortization_id AS amortization_id, SUM(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC LIMIT 5;"
2933,TestMultiturn31,8,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t.amortization_id AS amortization_id, SUM(t.amortized_value) AS total_amortized_value, COUNT(*) AS registros FROM ""accounting"".""amortization_detail"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.amortization_id ORDER BY total_amortized_value DESC LIMIT 5;"
2934,TestMultiturn31,9,NO_SQL,,ns_opinion,¿Ese número te parece normal para un negocio como el mío?,
2935,TestMultiturn31,10,CLARIFY,,cl_vago,Dame los datos.,
2936,TestMultiturn32,1,EXECUTE_SQL,,seed_sql,"Para mi empresa, dame la suma del precio de los transporte - service order detail additional cost agrupada por producto, mostrando el nombre del producto y cuántos registros tiene cada uno. Muchas gracias.","SELECT r.name AS producto, SUM(t.price) AS total_price, COUNT(*) AS registros FROM ""national_transport"".""service_order_detail_additional_cost"" AS t JOIN ""inventory"".""product"" AS r ON t.product_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_price DESC LIMIT 100;"
2937,TestMultiturn32,2,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT r.name AS producto, AVG(t.price) AS total_price, COUNT(*) AS registros FROM ""national_transport"".""service_order_detail_additional_cost"" AS t JOIN ""inventory"".""product"" AS r ON t.product_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_price DESC LIMIT 100;"
2938,TestMultiturn32,3,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: para mi empresa, quiero ver por cada tipo de descuento la suma del valor del descuento y cuántos registros hay en cuentas por pagar - return invoice. Por favor.","SELECT t.discount_type_id AS discount_type_id, SUM(t.discount_value) AS total_discount_value, COUNT(*) AS registros FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY total_discount_value DESC LIMIT 100;"
2939,TestMultiturn32,4,EXECUTE_SQL,3,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT t.discount_type_id AS discount_type_id, SUM(t.discount_value) AS total_discount_value, COUNT(*) AS registros FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY total_discount_value DESC ORDER BY total_discount_value DESC LIMIT 1;"
2940,TestMultiturn32,5,EXECUTE_SQL,3,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t.discount_type_id AS discount_type_id, SUM(t.discount_value) AS total_discount_value, COUNT(*) AS registros FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY total_discount_value DESC LIMIT 5;"
2941,TestMultiturn32,6,CLARIFY,,cl_eso,¿Y eso cómo va?,
2942,TestMultiturn32,7,EXECUTE_SQL,3,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT t.discount_type_id AS discount_type_id, SUM(t.discount_value) AS total_discount_value, COUNT(*) AS registros FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY total_discount_value DESC ORDER BY total_discount_value DESC LIMIT 100;"
2943,TestMultiturn32,8,EXECUTE_SQL,3,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT t.discount_type_id AS discount_type_id, SUM(t.discount_value) AS total_discount_value, COUNT(*) AS registros FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY total_discount_value DESC ) AS sub;"
2944,TestMultiturn32,9,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
2945,TestMultiturn32,10,EXECUTE_SQL,3,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t.discount_type_id AS discount_type_id, SUM(t.discount_value) AS total_discount_value, COUNT(*) AS registros FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY total_discount_value DESC LIMIT 5;"
2946,TestMultiturn33,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
2947,TestMultiturn33,2,EXECUTE_SQL,,seed_sql,Dime la cantidad de stakeholder - principal que se encuentran activos. Por favor.,"SELECT COUNT(*) FROM ""stakeholder"".""principal"" WHERE member_id = $1 AND is_active = TRUE AND audit_status <> 'D' LIMIT 100;"
2948,TestMultiturn33,3,CLARIFY,,cl_eso,¿Y eso cómo va?,
2949,TestMultiturn33,4,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT COUNT(*) FROM ""stakeholder"".""principal"" WHERE member_id = $1 AND is_active = TRUE AND audit_status <> 'D' LIMIT 5;"
2950,TestMultiturn33,5,NO_SQL,,ns_opinion,¿Ese número te parece normal para un negocio como el mío?,
2951,TestMultiturn33,6,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT COUNT(*) FROM ""stakeholder"".""principal"" WHERE member_id = $1 AND is_active = TRUE AND audit_status <> 'D' ) AS sub;"
2952,TestMultiturn33,7,EXECUTE_SQL,2,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT COUNT(*) FROM ""stakeholder"".""principal"" WHERE member_id = $1 AND is_active = TRUE AND audit_status <> 'D' ) AS sub;"
2953,TestMultiturn33,8,EXECUTE_SQL,2,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT COUNT(*) FROM ""stakeholder"".""principal"" WHERE member_id = $1 AND is_active = TRUE AND audit_status <> 'D' LIMIT 5;"
2954,TestMultiturn33,9,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2955,TestMultiturn34,1,EXECUTE_SQL,,seed_sql,"Para mi empresa, dame la suma del descuento adicional de los pedidos agrupada por bodega, mostrando el nombre del bodega y cuántos registros tiene cada uno. Por favor.","SELECT r.name AS bodega, SUM(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""order"" AS t JOIN ""inventory"".""warehouse"" AS r ON t.warehouse_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC LIMIT 100;"
2956,TestMultiturn34,2,NO_SQL,,ns_offtopic,"Oye, ¿y me recomiendas algo para almorzar hoy?",
2957,TestMultiturn34,3,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT r.name AS bodega, AVG(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""order"" AS t JOIN ""inventory"".""warehouse"" AS r ON t.warehouse_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC LIMIT 100;"
2958,TestMultiturn34,4,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT r.name AS bodega, SUM(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""order"" AS t JOIN ""inventory"".""warehouse"" AS r ON t.warehouse_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC ORDER BY total_additional_discount_value DESC LIMIT 100;"
2959,TestMultiturn34,5,CLARIFY,,cl_comparar,Compáralo.,
2960,TestMultiturn35,1,EXECUTE_SQL,,seed_sql,Regálame los nombres de los diferentes condicion comercial que se han usado en los facturas de venta. Por favor.,"SELECT DISTINCT r.name AS condicion_comercial FROM ""account_receivable"".""invoice"" AS t JOIN ""account_receivable"".""commercial_condition"" AS r ON t.commercial_condition_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' LIMIT 100;"
2961,TestMultiturn35,2,CLARIFY,,cl_vago,Dame los datos.,
2962,TestMultiturn35,3,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT DISTINCT r.name AS condicion_comercial FROM ""account_receivable"".""invoice"" AS t JOIN ""account_receivable"".""commercial_condition"" AS r ON t.commercial_condition_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' ) AS sub;"
2963,TestMultiturn35,4,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT DISTINCT r.name AS condicion_comercial FROM ""account_receivable"".""invoice"" AS t JOIN ""account_receivable"".""commercial_condition"" AS r ON t.commercial_condition_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' LIMIT 5;"
2964,TestMultiturn35,5,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
2965,TestMultiturn35,6,CLARIFY,,cl_eso,¿Y eso cómo va?,
2966,TestMultiturn36,1,EXECUTE_SQL,,seed_sql,"Indícame los últimos 3 stakeholder - contact type que se han creado, solo requiero el nombre y la descripción. Es urgente.","SELECT name, description FROM ""stakeholder"".""contact_type"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at DESC LIMIT 3;"
2967,TestMultiturn36,2,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name, description FROM ""stakeholder"".""contact_type"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at DESC LIMIT 5;"
2968,TestMultiturn36,3,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name, description FROM ""stakeholder"".""contact_type"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at DESC ) AS sub;"
2969,TestMultiturn36,4,CLARIFY,,cl_vago,Dame los datos.,
2970,TestMultiturn36,5,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
2971,TestMultiturn36,6,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name, description FROM ""stakeholder"".""contact_type"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at DESC ) AS sub;"
2972,TestMultiturn36,7,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
2973,TestMultiturn36,8,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2974,TestMultiturn36,9,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name, description FROM ""stakeholder"".""contact_type"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at DESC LIMIT 5;"
2975,TestMultiturn37,1,EXECUTE_SQL,,seed_sql,"Necesito el total del descuento adicional y el número de cotizaciones de venta, agrupado por tipo de descuento (muéstrame el nombre del tipo de descuento). Muchas gracias.","SELECT r.name AS tipo_de_descuento, SUM(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""sales_quote"" AS t JOIN ""account_receivable"".""discount_type"" AS r ON t.discount_type_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC LIMIT 100;"
2976,TestMultiturn37,2,EXECUTE_SQL,1,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT r.name AS tipo_de_descuento, SUM(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""sales_quote"" AS t JOIN ""account_receivable"".""discount_type"" AS r ON t.discount_type_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC ORDER BY total_additional_discount_value DESC LIMIT 1;"
2977,TestMultiturn37,3,EXECUTE_SQL,1,ctx_promedio,"Y en vez de la suma, dame el promedio.","SELECT r.name AS tipo_de_descuento, AVG(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""sales_quote"" AS t JOIN ""account_receivable"".""discount_type"" AS r ON t.discount_type_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC LIMIT 100;"
2978,TestMultiturn37,4,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT r.name AS tipo_de_descuento, SUM(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""sales_quote"" AS t JOIN ""account_receivable"".""discount_type"" AS r ON t.discount_type_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC ORDER BY total_additional_discount_value DESC LIMIT 100;"
2979,TestMultiturn37,5,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
2980,TestMultiturn37,6,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT r.name AS tipo_de_descuento, SUM(t.additional_discount_value) AS total_additional_discount_value, COUNT(*) AS registros FROM ""order"".""sales_quote"" AS t JOIN ""account_receivable"".""discount_type"" AS r ON t.discount_type_id = r.id WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY r.id, r.name ORDER BY total_additional_discount_value DESC LIMIT 5;"
2981,TestMultiturn37,7,NO_SQL,1,ns_explica,¿Me puedes explicar qué significa ese dato?,
2982,TestMultiturn37,8,EXECUTE_SQL,,switch_sql,"Ahora, cambiando de tema: ¿Cuál es el promedio del valor del descuento por tipo de descuento en cuentas por pagar - return invoice? Gracias.","SELECT t.discount_type_id AS discount_type_id, AVG(t.discount_value) AS promedio_discount_value FROM ""account_payable"".""return_invoice"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.discount_type_id ORDER BY promedio_discount_value DESC LIMIT 100;"
2983,TestMultiturn37,9,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
2984,TestMultiturn37,10,NO_SQL,,ns_gracias,"Listo, muchas gracias, justo lo que necesitaba.",
2985,TestMultiturn38,1,EXECUTE_SQL,,seed_sql,"Para mi empresa, necesito un resumen combinando inventario - product option y transporte - billing return detail, agrupando por empresa (member_id) y mostrando la suma del precio unitario y el número de registros asociados. Gracias.","SELECT t1.member_id, SUM(d.unit_price) AS total_unit_price, COUNT(*) AS registros FROM ""inventory"".""product_option"" AS t1 JOIN ""national_transport"".""billing_return_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_unit_price DESC LIMIT 100;"
2986,TestMultiturn38,2,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT t1.member_id, SUM(d.unit_price) AS total_unit_price, COUNT(*) AS registros FROM ""inventory"".""product_option"" AS t1 JOIN ""national_transport"".""billing_return_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_unit_price DESC LIMIT 5;"
2987,TestMultiturn38,3,NO_SQL,,ns_identidad,¿Y tú quién eres exactamente?,
2988,TestMultiturn38,4,NO_SQL,1,ns_explica,¿Me puedes explicar qué significa ese dato?,
2989,TestMultiturn38,5,EXECUTE_SQL,1,ctx_max,"De ese resultado, ¿cuál tiene el valor más alto?","SELECT t1.member_id, SUM(d.unit_price) AS total_unit_price, COUNT(*) AS registros FROM ""inventory"".""product_option"" AS t1 JOIN ""national_transport"".""billing_return_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_unit_price DESC ORDER BY total_unit_price DESC LIMIT 1;"
2990,TestMultiturn38,6,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT t1.member_id, SUM(d.unit_price) AS total_unit_price, COUNT(*) AS registros FROM ""inventory"".""product_option"" AS t1 JOIN ""national_transport"".""billing_return_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_unit_price DESC ) AS sub;"
2991,TestMultiturn38,7,NO_SQL,,ns_capacidad,¿Qué otras cosas puedes consultar de mi empresa?,
2992,TestMultiturn38,8,EXECUTE_SQL,1,ctx_orden,Ordena ese resultado de mayor a menor.,"SELECT t1.member_id, SUM(d.unit_price) AS total_unit_price, COUNT(*) AS registros FROM ""inventory"".""product_option"" AS t1 JOIN ""national_transport"".""billing_return_detail"" AS d ON d.member_id = t1.member_id WHERE t1.member_id = $1 AND t1.audit_status <> 'D' GROUP BY t1.member_id ORDER BY total_unit_price DESC ORDER BY total_unit_price DESC LIMIT 100;"
2993,TestMultiturn38,9,NO_SQL,,ns_gracias,"Listo, muchas gracias, justo lo que necesitaba.",
2994,TestMultiturn38,10,CLARIFY,,cl_eso,¿Y eso cómo va?,
2995,TestMultiturn39,1,EXECUTE_SQL,,seed_sql,"Suministrame los primeros 3 treasury - cash register que se crearon en el sistema, con el nombre y la fecha de creación. Muchas gracias.","SELECT name, created_at FROM ""treasury"".""cash_register"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at ASC LIMIT 3;"
2996,TestMultiturn39,2,NO_SQL,,ns_gracias,"Listo, muchas gracias, justo lo que necesitaba.",
2997,TestMultiturn39,3,NO_SQL,,ns_saludo,"Hola, buenas, ¿cómo vas?",
2998,TestMultiturn39,4,EXECUTE_SQL,1,ctx_top5,"De ese resultado, muéstrame solo los primeros 5.","SELECT name, created_at FROM ""treasury"".""cash_register"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at ASC LIMIT 5;"
2999,TestMultiturn39,5,CLARIFY,,cl_eso,¿Y eso cómo va?,
3000,TestMultiturn39,6,CLARIFY,,cl_siempre,Muéstrame lo de siempre.,
3001,TestMultiturn39,7,EXECUTE_SQL,1,ctx_total,¿Cuántos registros dio ese resultado en total?,"SELECT COUNT(*) AS total_registros FROM ( SELECT name, created_at FROM ""treasury"".""cash_register"" WHERE member_id = $1 AND audit_status <> 'D' ORDER BY created_at ASC ) AS sub;"
3002,TestMultiturn40,1,NO_SQL,,ns_saludo,"Hola, buenos días.",
3003,TestMultiturn40,2,EXECUTE_SQL,,seed_sql,¿Cuál es el promedio del valor residual por debit_order_control_account_id en fixed_asset - group book?,"SELECT t.debit_order_control_account_id AS debit_order_control_account_id, AVG(t.residual_value) AS promedio_residual_value FROM ""fixed_asset"".""group_book"" AS t WHERE t.member_id = $1 AND t.audit_status <> 'D' GROUP BY t.debit_order_control_account_id ORDER BY promedio_residual_value DESC LIMIT 100;"
